,genres,title,price,id,year
113206,['Indie'],The Tape,0.99,387930,2015
113208,['RPG'],Tales of Zestiria - Additional Chapter: Alisha's Story,9.99,382470,2015
113211,"['Adventure', 'Casual', 'Indie']",Tick Tock Isle,0.99,418440,2015
113212,"['Adventure', 'Casual', 'Indie']",Angels That Kill,2.99,383240,2015
113213,"['Action', 'Indie']",Signal to Noise,4.99,380210,2015
113214,"['Adventure', 'Indie', 'RPG']",Nusakana,8.99,401290,2015
113215,['Adventure'],The Consuming Shadow,9.99,403830,2015
113216,"['Indie', 'RPG', 'Strategy']",Thea: The Awakening,19.99,378720,2015
113217,"['Casual', 'Indie', 'Simulation']",Wildlife Camp,6.99,338630,2010
113218,"['Adventure', 'Indie', 'RPG', 'Strategy']",Hard West,19.99,307670,2015
113219,"['Casual', 'Indie', 'RPG']",Chronicles of a Dark Lord: Rhapsody Clash,0.99,418310,2015
113220,"['Action', 'Indie']",Shoot 1UP - Soundtrack,1.99,408150,2015
113221,"['Casual', 'Indie']",hocus,0.99,418040,2015
113222,"['Action', 'Indie']",Weapon of Choice - Soundtrack,1.99,408160,2015
113223,['Casual'],Hoyle Official Card Games,19.99,397420,2015
113224,"['Adventure', 'Casual']",Chronicles of the Witches and Warlocks,5.99,396850,2015
113226,"['Adventure', 'Casual', 'Strategy']",Rescue Team 5,3.99,416320,2015
113227,"['Action', 'Adventure']",Assassin's Creed Syndicate - Steampunk Pack,4.99,407470,2015
113228,"['Action', 'Adventure']",Assassin's Creed Syndicate - Steampunk Outfit for Evie,Free to Play,407472,2015
113229,"['Action', 'Adventure']",Assassin's Creed Syndicate - Victorian Legends pack,4.99,407471,2015
113230,"['Action', 'Adventure']",Assassin's Creed® Syndicate,39.99,368500,2015
113231,"['Action', 'Adventure']",Assassin's Creed Syndicate - Victorian Legends Outfit for Jacob,Free to Play,407473,2015
113232,"['Casual', 'Indie']",Dr. Bulbaceous,3.99,388540,2015
113233,['Simulation'],"Train Simulator: LMS Coronation Class ""Duchess of Hamilton"" Loco Add-On",19.99,325989,2015
113234,"['Simulation', 'Strategy']",Scourge of War: Waterloo,49.99,369390,2015
113235,"['Action', 'Adventure', 'Indie', 'RPG']",Rack N Ruin - Soundtrack,1.99,400600,2015
113236,"['Indie', 'RPG', 'Strategy', 'Early Access']",Heresy,19.99,416160,2015
113237,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Dungeon Kingdom: Sign of the Moon,18.99,329040,2015
113238,"['Casual', 'Simulation']",True Lover's Knot Soundtrack,3.99,420250,2015
113239,"['Casual', 'Indie', 'Strategy']",Ticket to Ride - India,4.99,350270,2015
113240,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",Yohjo Simulator,4.99,415950,2015
113242,"['Casual', 'Indie']",Cross Set,2.99,415400,2015
113244,"['Action', 'Casual', 'Indie']",GOCCO OF WAR,19.99,346730,2015
113245,"['Casual', 'Indie']",Highschool Romance,9.99,398100,2015
113246,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",VRC PRO Electric 1:8 Buggy,9.99,419980,2015
113247,"['Adventure', 'Free to Play', 'Simulation']",Back to Dinosaur Island,Free,412940,2015
113248,['Simulation'],FSX: Steam Edition - Grumman EA-6B Prowler Add-On,6.99,379243,2015
113250,['Simulation'],FSX: Steam Edition - Grumman A-6E Intruder Add-On,9.99,379242,2015
113251,"['Action', 'Casual', 'Indie', 'Sports']",Tennis in the Face,4.99,394290,2015
113252,"['Action', 'Indie']",Last Horizon,4.99,394220,2015
113253,"['Adventure', 'Indie']",The Rivers of Alice - Extended Version,7.99,411590,2015
113254,"['Action', 'Indie', 'Strategy']",Thank You: The Game 2,Free to Play,419660,2015
113255,"['Action', 'Indie', 'Strategy']",Survivor Squad: Gauntlets,4.99,331720,2015
113256,['Simulation'],Black Shark 2: Republic Campaign,9.99,316961,2015
113257,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Shadow Ninja: Apocalypse,1.99,389160,2015
113258,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Shadow Ninja: Endless Runner,0.99,420050,2015
113259,"['Adventure', 'Indie', 'RPG', 'Strategy']",ADOM (Ancient Domains Of Mystery),14.99,333300,2015
113262,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",Hero Siege - Wrath of Mevius (Digital Collector's Edition),4.99,385511,2015
113263,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",Hero Siege - Wrath of Mevius,2.99,385510,2015
113264,"['Action', 'Indie']",Knight Squad,14.99,294000,2015
113265,"['Action', 'Indie']",Knight Squad - Extra Chivalrous,4.99,414780,2015
113266,"['Action', 'Indie', 'Early Access']",Magnetron,5.99,416390,2015
113267,"['Indie', 'RPG']",Monster RPG 1,Free,420240,2015
113268,['Action'],SCHOOLGIRL STRIKERS Mashup Set,34.99,403351,2015
113269,"['Action', 'Casual', 'Indie']",Trouble In The Manor,0.99,338530,2015
113270,"['Indie', 'RPG', 'Strategy']",Talisman - Character Pack #12 - Jester,1.99,267785,2015
113271,"['Indie', 'RPG', 'Strategy']",Talisman - Character Pack #13 - Goblin Shaman,1.99,267786,2015
113272,"['Free to Play', 'Massively Multiplayer', 'Strategy']",Affected Zone Tactics,Free to Play,386640,2015
113273,"['Free to Play', 'Massively Multiplayer', 'Strategy']",Ammunition Pack,9.99,410460,2015
113274,"['Action', 'Indie']",Explosionade - Soundtrack,1.99,408140,2015
113275,"['Casual', 'Indie', 'Sports']",BADBLOOD,7.99,404400,2015
113276,"['Action', 'Adventure', 'Indie']",Ladra,1.99,391180,2015
113277,['Action'],ESCHATOS - Arranged Sound Track,7.99,409480,2015
113278,['Simulation'],Tank: M1A1 Abrams Battle Simulation,6.99,410550,1989
113279,['Action'],World War II GI,6.99,376750,1999
113280,"['Adventure', 'Casual', 'Indie', 'RPG']",Last Heroes,1.99,370710,2015
113281,"['Adventure', 'Indie']",Quatro Luzes,5.99,415980,2015
113282,['Adventure'],Higurashi When They Cry Hou - Ch.2 Watanagashi,7.99,410890,2015
113283,"['Indie', 'Strategy']",Conquest of Elysium 4,24.99,403950,2015
113284,"['Indie', 'Simulation']",Holy Potatoes! A Weapon Shop?! - Spud Tales: Journey to Olympus,2.99,391860,2015
113285,"['Action', 'Simulation']",Starlord,6.99,410540,1993
113286,['Indie'],Cinderella Escape! R12,4.99,408000,2015
113287,['Indie'],Kero Rhythm,5.99,407070,2015
113288,"['Action', 'Adventure', 'Indie', 'Simulation']",Dinosaur Hunt - Stegosaurus Expansion Pack,0.99,408100,2015
113290,"['Action', 'Adventure', 'Casual', 'Indie']",Catorize,2.99,418960,2015
113291,['Simulation'],OMSI 2 Add-on Vienna 1 - Line 24A,29.99,345680,2015
113292,"['Casual', 'Indie']",Marble Duel,4.99,338120,2015
113293,['Simulation'],OMSI 2 Add-on Vienna 2 - Line 23A,29.99,345681,2015
113295,['Simulation'],Train Simulator: DR BR 24 Loco Add-On,19.99,325972,2015
113296,['Indie'],The Purring Quest,9.99,409100,2015
113297,"['Action', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Strategy']",GASP - Life on Mars,2.99,414210,2015
113298,"['Simulation', 'Strategy']",Flashpoint Campaigns: Germany Reforged,19.99,411470,2015
113299,"['Free to Play', 'Massively Multiplayer', 'Simulation']",Steel Ocean,Free to Play,390670,2015
113300,['Casual'],Backgammon Blitz,3.99,395900,2015
113301,"['Action', 'Indie']",STEEL STRIDER,5.99,404100,2015
113302,"['Racing', 'Simulation', 'Sports']",rFactor 2,31.99,365960,2013
113304,"['Action', 'Adventure', 'Casual', 'Indie']",Caribbean Odyssey,2.99,414500,2015
113305,"['Action', 'Indie', 'Strategy']","Invisible, Inc. Contingency Plan",4.99,376980,2015
113306,"['Action', 'Indie', 'Strategy']","Invisible, Inc. Soundtrack",4.99,370650,2015
113307,['Action'],Mushihimesama,19.99,377860,2015
113308,"['Action', 'Adventure', 'Indie']",Stardust Galaxy Warriors - Soundtrack,4.99,418080,2015
113309,"['Action', 'Adventure', 'Indie']",Stardust Galaxy Warriors: Stellar Climax,9.99,389650,2015
113312,['Action'],Legend (1994),4.99,412380,1994
113313,"['Action', 'Free to Play', 'Massively Multiplayer']",Piercing Blow,Free to Play,382850,2015
113314,['Simulation'],TS Marketplace: HSA Scrap Wagons,4.99,326017,2015
113315,['Strategy'],Impossible Creatures Steam Edition,9.99,324680,2003
113316,"['Action', 'Free to Play']",Genesis Online,Free to Play,409510,2015
113317,"['Action', 'Indie']",RONIN - Special Edition Upgrade,6.99,411100,2015
113318,['Simulation'],TS Marketplace: RNA Barrier Wagons,4.99,326018,2015
113319,['Strategy'],NOBUNAGA'S AMBITION: Tenshouki WPK HD Version - my GAMECITY GCコインシリアル,54.99,410750,2015
113320,['Strategy'],NOBUNAGA'S AMBITION: Tenshouki WPK HD Version - GAMECITYオンラインユーザー登録シリアル,54.99,406570,2015
113321,['Strategy'],NOBUNAGA'S AMBITION: Tenshouki WPK HD Version / 信長の野望・天翔記 with パワーアップキット HD Version,54.99,370730,2015
113322,"['Casual', 'Indie']",Turbo Pug,0.99,418070,2015
113323,"['Action', 'Indie']",Bleeding Border,4.99,416290,2015
113324,"['Action', 'Adventure', 'Indie', 'Simulation']",Written in the Sky,Free to Play,416130,2015
113325,['Adventure'],Where Angels Cry: Tears of the Fallen (Collector's Edition),9.99,413470,2015
113327,['RPG'],Fallout 4,29.99,377160,2015
113328,['Simulation'],FSX: Steam Edition - Discover Australia and New Zealand Add-On,16.99,379559,2015
113330,"['Casual', 'Indie', 'RPG', 'Simulation']",Lovely Weather We're Having,7.99,404150,2015
113331,"['Free to Play', 'Strategy']",Krosmaster - Water Element Pack,14.99,401450,2015
113334,['RPG'],Tales of Zestiria - Evangelion Costume Set,9.99,382467,2015
113336,"['Adventure', 'Indie']",Act 2 Soundtrack,4.99,372310,2015
113337,"['Adventure', 'Casual', 'Indie']",Draw a Stickman: EPIC 2,4.99,403180,2015
113338,"['Indie', 'Strategy']",Defend The Highlands,9.99,374830,2015
113339,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",The Odyssey: Winds of Athena,4.99,416080,2015
113342,"['Adventure', 'Casual', 'Indie']",Prominence,19.99,270230,2015
113343,"['Indie', 'RPG', 'Strategy']",Girlfriend Rescue - Deluxe Contents,3.99,409180,2015
113344,"['Casual', 'Indie']",Aqua Panic !,7.99,340700,2015
113345,"['Casual', 'Indie']",Aqua Panic! - Heaven Pack,1.99,346261,2015
113346,"['Casual', 'Indie']",Aqua Panic! - Inferno Pack,1.99,346260,2015
113347,['Indie'],Without Within 2,4.99,398980,2015
113349,['Indie'],Without Within 2 - Digital artbook,2.99,399021,2015
113350,"['Adventure', 'Casual']",Mystery Expedition: Prisoners of Ice,6.99,397960,2014
113351,"['Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",Liftoff,19.99,410340,2015
113352,"['Action', 'Adventure', 'Indie']",Questria: Rise of the Robot Skullfaces,9.99,374420,2015
113353,"['Action', 'Adventure', 'Casual', 'Strategy']",Bomb The Monsters!,3.99,355020,2015
113354,"['Indie', 'Strategy']",Super Trench Attack 2,4.99,385360,2015
113355,"['Action', 'RPG', 'Simulation']",Starpoint Gemini 2: Titans,4.99,411420,2015
113356,"['Indie', 'Simulation']",Euro Truck Simulator 2 - Japanese Paint Jobs Pack,0.99,388472,2015
113357,"['Indie', 'Simulation', 'Strategy']",Mini Metro,9.99,287980,2015
113358,"['Indie', 'RPG']",Diabolical,5.99,416640,2015
113360,"['Casual', 'Simulation']",Among the Heavens,2.99,409380,2015
113361,['Indie'],Without Within 2 - Original soundtrack,1.99,399020,2015
113362,"['Action', 'Adventure']",HotLead,0.99,416170,2015
113363,"['Simulation', 'Strategy']",Stronghold Crusader 2: The Jackal and The Khan,5.99,349231,2015
113365,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #2: Male Modern,4.99,409254,2015
113366,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #2: Female Pirate,4.99,409251,2015
113367,['Simulation'],Train Simulator: BR Class 24 Loco Add-On,19.99,325979,2015
113368,['Strategy'],"Warhammer 40,000 : Armageddon - Ork Hunters",4.99,405520,2015
113369,['Action'],Orc Slayer,4.99,374990,2015
113370,"['Action', 'Indie']",Clandestine,19.99,290530,2015
113371,"['Simulation', 'Strategy']",Ironclads 2: American Civil War,9.99,414260,2015
113372,"['Indie', 'Racing', 'Sports']",MiniBikers,5.99,416350,2015
113373,"['Adventure', 'Indie', 'RPG', 'Strategy']",Legends of Eisenwald: Road to Iron Forest,4.99,416750,2015
113374,"['Adventure', 'Indie', 'RPG', 'Strategy']",Legends of Eisenwald Season Pass,14.99,417160,2015
113375,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #2: Female Sorcerer,7.99,409252,2015
113376,"['Casual', 'Indie']",Ghost Cleaner,5.99,398530,2015
113377,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #2: Male Supernatural,5.99,409256,2015
113378,"['Action', 'Indie', 'RPG', 'Strategy']",Birth of Shadows®,4.99,401170,2015
113380,"['Action', 'Casual', 'Indie', 'Strategy']",Conflicks - Revolutionary Space Battles,6.99,288260,2015
113381,"['Adventure', 'Indie', 'Simulation', 'Strategy']",Life is Hard OST,0.99,417230,2015
113382,"['Adventure', 'Casual']",The Secret Order 2: Masked Intent,9.99,399890,2015
113383,['Strategy'],Age of Empires II HD: The African Kingdoms,9.99,355950,2015
113384,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator,Free to Play,408930,2015
113385,"['Action', 'Adventure', 'RPG']",Darksiders II Deathinitive Edition,29.99,388410,2015
113386,"['Action', 'Adventure', 'RPG']",Darksiders II Deathinitive Edition Soundtrack,4.99,417380,2015
113387,"['Action', 'Indie', 'RPG']",Wave of Darkness,29.99,316370,2015
113388,['Adventure'],Call of Cthulhu: Shadow of the Comet,5.99,389470,1993
113389,"['Action', 'Indie']",Air Brawl,Free,375600,2015
113390,['Adventure'],Call of Cthulhu: Prisoner of Ice,5.99,359620,1995
113391,"['Action', 'Indie']",Zero Reflex : Black Eye Edition,3.99,405650,2015
113392,"['Adventure', 'Casual', 'Simulation', 'Strategy']",Viking Saga: New World,3.99,416340,2015
113393,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #2: Muscular Barbarian,7.99,409650,2015
113394,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #2: Male Adventurer,5.99,409253,2015
113395,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #2: Muscular Supernatural,6.99,409651,2015
113396,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #2: Female Drow Spellcaster,6.99,409241,2015
113397,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #2: Female Modern #1,9.99,409250,2015
113398,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #2: Male Superhero,4.99,409255,2015
113399,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",The Escapists - Duct Tapes are Forever,3.99,408730,2015
113400,['RPG'],Tales of Zestiria - Idolmaster Costume Set,3.99,382468,2015
113401,"['Action', 'Free to Play', 'Indie']",Brawlhalla - All Legends (Current and Future),19.99,387020,2015
113402,"['Casual', 'Simulation']",Rocksmith® 2014 – David Bowie - “Ziggy Stardust”,2.99,390382,2015
113403,"['Casual', 'Simulation']",Rocksmith® 2014 – Wolfmother - “Joker and the Thief”,2.99,390379,2015
113404,"['Sports', 'Strategy']",Blood Bowl 2 - Lizardmen,6.99,382210,2015
113405,"['Casual', 'Simulation']",Rocksmith® 2014 – Foghat - “Slow Ride”,2.99,390381,2015
113406,"['Sports', 'Strategy']",Blood Bowl 2 - Wood Elves,6.99,382910,2015
113407,"['Casual', 'Simulation']",Rocksmith® 2014 – Def Leppard - “Hysteria”,2.99,390380,2015
113408,"['Casual', 'Simulation']",Rocksmith® 2014 – Hit Singles Song Pack II,9.99,390383,2015
113409,"['Action', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Battle Battalions,Free to Play,399660,2015
113410,"['Action', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Battle Battalions: Infantry Starter Kit,3.99,413052,2015
113411,"['Action', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Battle Battalions: Recon Starter Kit,3.99,413051,2015
113412,"['Indie', 'RPG']",Dragon Fin Soup,19.99,299600,2015
113413,"['Action', 'Indie']",Shmadow,1.99,397570,2015
113414,"['Action', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Battle Battalions: Tank Starter Kit,3.99,413050,2015
113415,['Adventure'],Getsuei Gakuen -kou-,24.99,411390,2015
113416,"['Action', 'Free to Play', 'Indie']",Pink Heaven,Free to Play,409690,2015
113417,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #1: Anthro Male,4.99,409202,2015
113418,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #1: Anthro Female,4.99,409203,2015
113419,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #1: Dwarf Female,4.99,409201,2015
113420,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #1: Dwarf Male,4.99,409200,2015
113421,"['Casual', 'Indie', 'RPG', 'Strategy']",Runestone Keeper - Soundtrack,2.99,415320,2015
113423,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Season #1: Elf Female,7.99,409193,2015
113424,"['Action', 'Indie']",Dawn of the Plow,3.99,364700,2015
113425,"['Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Life is Hard,8.99,414080,2015
113426,"['Adventure', 'Casual', 'Simulation']",THE GAME OF LIFE - The Official 2016 Edition,4.99,403120,2015
113427,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator - Pro Version,49.99,409653,2015
113428,"['Adventure', 'Indie']",Darkness Within 2: The Dark Lineage OST,2.99,414640,2015
113429,"['Adventure', 'Indie']",Darkness Within: In Pursuit of Loath Nolder - OST,2.99,414680,2015
113430,['Simulation'],FSX: Steam Edition - RAAS Professional Add-On,16.99,356960,2015
113431,"['Adventure', 'Indie']",PONCHO,9.99,332620,2015
113432,"['Adventure', 'Indie']",PONCHO – Original Soundtrack,4.99,396760,2015
113433,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - D&amp;D Sword Coast Adventurer's Guide,29.99,415570,2015
113434,"['Action', 'Adventure', 'Indie']",Nightmare on Azathoth,0.99,414470,2015
113435,['Simulation'],Cities XXL - Map Editor,Free,415750,2015
113436,"['Adventure', 'Indie']",Mirrored - Chapter 1,1.99,365880,2015
113438,"['Action', 'Casual', 'Indie', 'Strategy']",Kaiju-A-GoGo: Halloween Kaiju Skins,1.99,415220,2015
113439,"['Adventure', 'Indie', 'Early Access']",Terminal Hacker - Into the Deep,1.99,342540,2015
113440,"['Indie', 'Simulation']",Welcome to Boon Hill,4.99,406780,2015
113441,['RPG'],Fallout: A Post Nuclear Role Playing Game,9.99,38400,1997
113442,"['Action', 'Indie']",Umihara Kawase,9.99,384690,2015
113443,"['Adventure', 'Free to Play', 'Indie']",Bloodwood Reload,Free to Play,350990,2015
113444,['RPG'],عالم أريب,54.99,395960,2015
113445,"['Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Strategy']",The Black Watchmen - Original Soundtrack,9.99,379750,2015
113446,"['Action', 'Indie', 'Early Access']",Spellsworn,9.99,360620,2015
113447,"['Adventure', 'Casual']",Russian Horror Story,7.99,390970,2015
113449,['Adventure'],Sonic Lost World,29.99,329440,2015
113450,"['Action', 'Indie', 'RPG']",Crystal Picnic,1.99,415890,2015
113451,"['Action', 'Indie', 'Strategy', 'Early Access']",Bit Shifter,14.99,393170,2015
113452,['Indie'],Discouraged Workers - Digital Art Book,2.99,382390,2015
113453,['Indie'],Cibele,8.99,408120,2015
113454,"['Action', 'Indie', 'Early Access']",The Extinction,2.99,413510,2015
113455,['Indie'],Cibele - Soundtrack,5.99,414590,2015
113457,"['Action', 'Adventure', 'Indie', 'Strategy']",Antisquad - HOTSEAT,2.99,388070,2015
113458,['Strategy'],The Seven Years War (1756-1763),19.99,400470,2015
113459,"['RPG', 'Strategy']",Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V CENTURY,29.99,353270,2015
113460,"['Indie', 'Sports', 'Strategy']",Frozen Cortex - Pay To Lose,0.99,415440,2015
113462,"['RPG', 'Strategy']",Histy's Emergency Aid Plan Pack / いーすんからの救済用仕様書パック,0.99,389150,2015
113463,"['Adventure', 'Free to Play', 'Indie']",Electric Highways,Free to Play,412140,2015
113464,"['Action', 'Adventure', 'Indie', 'RPG']",Majestic Nights - Chapter 2: Barbary Heat,4.99,322690,2015
113465,"['Adventure', 'Free to Play', 'Indie']",Electric Highways - OST,1.99,413840,2015
113466,"['Adventure', 'Casual']",Twisted Lands Trilogy: Collector's Edition,19.99,398630,2015
113467,['Indie'],Albert and Otto,4.99,368590,2015
113470,['Utilities'],Driver Booster 3 for STEAM,Free,403040,2015
113472,['Utilities'],Driver Booster 3 Upgrade to Pro (Lifetime),29.99,412090,2015
113473,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",Cannibal,13.99,350800,2015
113474,"['Action', 'Indie']",GALAK-Z,19.99,300580,2015
113475,"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer']",Counter-Strike Nexon: Zombies - Oz's Trio,13.99,404240,2015
113476,"['Indie', 'RPG', 'Strategy']",Talisman - The City Expansion,6.99,267784,2015
113477,"['Adventure', 'Casual', 'Indie']",Sun Dogs,9.99,404420,2015
113478,"['Action', 'Adventure', 'Indie']",Devil's Bluff,14.99,382350,2015
113479,['Simulation'],FSX: Steam Edition - Paris Orly (LFPO) Add-On,24.99,379552,2015
113480,"['Action', 'Adventure', 'Indie', 'RPG']",Pathologic Classic HD,12.99,384110,2015
113481,"['Adventure', 'RPG', 'Strategy']",Mugen Souls - Mega Costume Bundle 1,3.99,403455,2015
113482,"['Adventure', 'RPG', 'Strategy']",Mugen Souls - Mega Costume Bundle 2,4.99,403457,2015
113483,"['Indie', 'Strategy']",Army of Pixels,4.99,390920,2015
113484,"['Adventure', 'RPG', 'Strategy']",Mugen Souls - Points Fever Bundle 1,1.99,403451,2015
113485,"['Adventure', 'RPG', 'Strategy']",Mugen Souls - Points Fever Bundle 3,3.99,403454,2015
113486,"['Adventure', 'RPG', 'Strategy']",Mugen Souls - Points Fever Bundle 2,2.99,403453,2015
113487,"['Adventure', 'RPG', 'Strategy']",Mugen Souls - Devil Weapons Bundle,2.99,403450,2015
113488,"['Adventure', 'RPG', 'Strategy']",Mugen Souls - Dreamy Weapons Bundle,2.99,403452,2015
113489,"['Adventure', 'RPG', 'Strategy']",Mugen Souls - Ultimate Unlock Bundle,2.99,403456,2015
113490,"['Adventure', 'Indie']",Colortone,4.99,375320,2015
113491,"['Adventure', 'Casual', 'Simulation', 'Strategy']",When In Rome,4.99,415330,2015
113492,"['Adventure', 'Casual', 'Simulation', 'Strategy']",Viking Saga: The Cursed Ring,2.99,415390,2015
113493,['Simulation'],TS Marketplace: Laaeks 553 Wagon Pack,4.99,326016,2015
113494,"['Action', 'Adventure', 'Indie', 'Strategy']",Dead Realm - Soundtrack,Free,414520,2015
113495,['RPG'],The Legend of Heroes: Trails in the Sky SC,29.99,251290,2015
113496,"['Racing', 'Simulation', 'Sports']",Project CARS - Japanese Car Pack,3.49,334790,2015
113497,"['Action', 'Casual', 'Indie']",Go To Bed: Survive The Night,4.99,413760,2015
113498,"['Action', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Block N Load - Scary Monsters Skins Pack,9.99,400841,2015
113499,"['Adventure', 'Indie']",Morphine,2.99,410430,2015
113500,"['Action', 'Adventure']",Batman™: Arkham Knight Season Pass,19.99,367480,2015
113501,"['Action', 'Indie']",NOCT Official Soundtrack,9.99,413060,2015
113502,"['Indie', 'Strategy']",The Troma Project,6.99,279640,2015
113503,"['Action', 'Adventure']",Batman™: Arkham Knight - Batman Classic TV Series Batmobile Pack,1.99,350172,2015
113504,"['Action', 'Adventure']",Batman™: Arkham Knight - Harley Quinn Story Pack,1.99,313100,2015
113506,"['Action', 'Adventure']",Batman™: Arkham Knight - 2008 Tumbler Batmobile Pack,1.99,401629,2015
113508,"['Adventure', 'Casual', 'Simulation', 'Strategy']",Farm Mania: Hot Vacation,3.99,412930,2015
113509,['RPG'],Kagura Douchuuki,13.99,378790,2015
113510,"['Adventure', 'Casual', 'Indie']",Star Sky - ブルームーン,3.99,407020,2015
113511,"['Casual', 'Simulation', 'Sports']",Pure Pool - Snooker pack,4.99,362360,2015
113512,"['Action', 'Casual', 'Indie', 'Early Access']",BEARZERKERS,12.99,325300,2015
113513,"['Casual', 'Indie', 'Strategy']",One Hundred Ways,9.99,404630,2015
113514,"['Simulation', 'Sports']",Bocce Revolution,9.99,380950,2015
113516,['Adventure'],D/Generation HD,12.99,389740,2015
113517,"['Indie', 'RPG']",Deathless: The City's Thirst,3.99,410910,2015
113518,"['Indie', 'RPG']",Zombie Exodus,7.99,411570,2011
113521,"['Audio Production', 'Utilities', 'Video Production']",Audials One Suite 2016,59.99,405470,2015
113522,"['Action', 'Adventure', 'Indie']",ALPAGES : THE FIVE BOOKS,0.99,403860,2015
113523,"['Action', 'Indie']",Giana Sisters 2D,7.99,350770,2015
113524,"['Action', 'Indie']",Warhammer: End Times - Vermintide,29.99,235540,2015
113525,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker MV,79.99,363890,2015
113526,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker MV - Cover Art Characters Pack,9.99,403870,2015
113527,"['Design &amp; Illustration', 'Web Publishing']",RPG Maker MV - Essentials Set,9.99,405920,2015
113528,"['Adventure', 'Indie', 'RPG']",200% Mixed Juice!,6.99,335190,2015
113529,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",KINGDOMS,9.99,409590,2015
113530,"['Action', 'Indie', 'RPG']",I am Weapon: Revival,15.99,335700,2016
113531,"['Action', 'Adventure', 'Casual', 'Indie']",Flight of the Paladin,1.99,405610,2015
113532,['Action'],Heavy Fire: Shattered Spear,3.99,385600,2015
113533,"['Adventure', 'Indie']",Mu Complex,8.99,383690,2015
113535,"['Adventure', 'Casual', 'Indie', 'Simulation']",Gaokao.Love.100Days - Yes Monitress,Free to Play,396960,2015
113536,"['Adventure', 'Indie']",Shadows on the Vatican Act II: Wrath,6.99,378630,2015
113537,"['Casual', 'Indie']",Starsphere,3.99,408750,2015
113539,"['Adventure', 'RPG', 'Strategy']",Mugen Souls,19.99,389870,2015
113540,"['Indie', 'RPG', 'Strategy']",Chaos Reborn,9.99,319050,2015
113541,"['Action', 'Casual', 'Indie', 'Early Access']",Ironkraft - Road to Hell,9.99,397020,2015
113542,['Simulation'],FSX: Steam Edition - Meigs Field (KCGX) Add-On,19.99,379548,2015
113543,"['Indie', 'RPG', 'Strategy']",Shadowrun Chronicles: Infected!,9.99,405730,2015
113544,['Adventure'],Message Quest,2.99,408280,2015
113545,"['Action', 'Indie']",Square Brawl,4.99,394850,2015
113546,"['Adventure', 'Casual']",The Big Secret of a Small Town,6.99,409090,2015
113547,"['Action', 'Simulation', 'Strategy']",Battle of Empires: 1914-1918 - Skirmish Pack,0.99,395410,2015
